chunk_id,source_id,chapter,section,topic,keywords,chunk_text
CH0139,TXT274,5,5.2 Accessory Structures of the Skin,integumentary_system,"hair, skin, dermis, glands, structures, accessory","5.2 Accessory Structures of the Skin
LEARNING OBJECTIVES
By the end of this section, you will be able to:
•
Identify the accessory structures of the skin
•
Describe the structure and function of hair and nails
•
Describe the structure and function of sweat glands and sebaceous glands
Accessory structures of the skin include hair, nails, sweat glands, and sebaceous glands. These structures
embryologically originate from the epidermis and can extend down through the dermis into the hypodermis.
Hair
Hair is a keratinous filament growing out of the epidermis. It is primarily made of dead, keratinized cells. Strands of
hair originate in an epidermal penetration of the dermis called the hair follicle. The hair shaft is the part of the hair
not anchored to the follicle, and much of this is exposed at the skin’s surface. The rest of the hair, which is anchored
in the follicle, lies below the surface of the skin and is referred to as the hair root. The hair root ends deep in the
dermis at the hair bulb, and includes a layer of mitotically active basal cells called the hair matrix. The hair bulb
surrounds the hair papilla, which is made of connective tissue and contains blood capillaries and nerve endings
from the dermis (Figure 5.11)."
CH0140,TXT274,5,5.2 Accessory Structures of the Skin,integumentary_system,"skin, color, yellow, amounts, blue, condition","Vitiligo
Individuals with vitiligo experience depigmentation that results in lighter colored patches of skin. The
condition is especially noticeable on darker skin. (credit: (a) Klaus D. Peter (b) Owl Bridge Media / Wikimedia.)
Other changes in the appearance of skin coloration can be indicative of diseases associated with other body
systems. Liver disease or liver cancer can cause the accumulation of bile and the yellow pigment bilirubin,
leading to the skin appearing yellow or jaundiced (jaune is the French word for “yellow”). Tumors of the pituitary
gland can result in the secretion of large amounts of melanocyte-stimulating hormone (MSH), which results in a
darkening of the skin. Similarly, Addison’s disease can stimulate the release of excess amounts of
adrenocorticotropic hormone (ACTH), which can give the skin a deep bronze color. A sudden drop in oxygenation
can affect skin color, causing the skin to initially turn ashen (white). With a prolonged reduction in oxygen levels,
dark red deoxyhemoglobin becomes dominant in the blood, making the skin appear blue, a condition referred to
as cyanosis (kyanos is the Greek word for “blue”). This happens when the oxygen supply is restricted, as when
someone is experiencing difficulty in breathing because of asthma or a heart attack. However, in these cases the
effect on skin color has nothing do with the skin’s pigmentation."
CH0141,TXT274,5,5.2 Accessory Structures of the Skin,integumentary_system,"hair, cells, bulb, layer, surface, basal","Hair
Hair follicles originate in the epidermis and have many different parts.
Just as the basal layer of the epidermis forms the layers of epidermis that get pushed to the surface as the dead
skin on the surface sheds, the basal cells of the hair bulb divide and push cells outward in the hair root and shaft as
the hair grows. The medulla forms the central core of the hair, which is surrounded by the cortex, a layer of
compressed, keratinized cells that is covered by an outer layer of very hard, keratinized cells known as the cuticle.
These layers are depicted in a longitudinal cross-section of the hair follicle (Figure 5.12), although not all hair has a
medullary layer. Hair texture (straight, curly) is determined by the shape and structure of the cortex, and to the
extent that it is present, the medulla. The shape and structure of these layers are, in turn, determined by the shape
of the hair follicle. Hair growth begins with the production of keratinocytes by the basal cells of the hair bulb. As new
cells are deposited at the hair bulb, the hair shaft is pushed through the follicle toward the surface. Keratinization is
completed as the cells are pushed to the skin surface to form the shaft of hair that is externally visible. The external
hair is completely dead and composed entirely of keratin. For this reason, our hair does not have sensation.
Furthermore, you can cut your hair or shave without damaging the hair structure because the cut is superficial. Most
chemical hair removers also act superficially; however, electrolysis and yanking both attempt to destroy the hair
bulb so hair cannot grow."
CH0142,TXT275,5,5.2 • Accessory Structures of the Skin,integumentary_system,"hair, root, cells, sheath, basal, follicle","5.2 • Accessory Structures of the Skin

Hair Follicle
The slide shows a cross-section of a hair follicle. Basal cells of the hair matrix in the center differentiate into
cells of the inner root sheath. Basal cells at the base of the hair root form the outer root sheath. LM × 4. (credit: modification of work by
“kilbad”/Wikimedia Commons)
The wall of the hair follicle is made of three concentric layers of cells. The cells of the internal root sheath surround
the root of the growing hair and extend just up to the hair shaft. They are derived from the basal cells of the hair
matrix. The external root sheath, which is an extension of the epidermis, encloses the hair root. It is made of basal
cells at the base of the hair root and tends to be more keratinous in the upper regions. The glassy membrane is a
thick, clear connective tissue sheath covering the hair root, connecting it to the tissue of the dermis."
CH0143,TXT275,5,5.2 • Accessory Structures of the Skin,integumentary_system,"hair, phase, follicle, cells, more, growth","The hair follicle is made of multiple layers of cells that form from basal cells in the hair matrix and the hair root. Cells
of the hair matrix divide and differentiate to form the layers of the hair. 
follicle) to learn more about hair follicles.
Hair serves a variety of functions, including protection, sensory input, thermoregulation, and communication. For
example, hair on the head protects the skull from the sun. The hair in the nose and ears, and around the eyes
(eyelashes) defends the body by trapping and excluding dust particles that may contain allergens and microbes.
Hair of the eyebrows prevents sweat and other particles from dripping into and bothering the eyes. Hair also has a
sensory function due to sensory innervation by a hair root plexus surrounding the base of each hair follicle. Hair is
extremely sensitive to air movement or other disturbances in the environment, much more so than the skin surface.
This feature is also useful for the detection of the presence of insects or other potentially damaging substances on
the skin surface. Each hair root is connected to a smooth muscle called the arrector pili that contracts in response
to nerve signals from the sympathetic nervous system, making the external hair shaft “stand up.” The primary
purpose for this is to trap a layer of air to add insulation. This is visible in humans as goose bumps and even more
obvious in animals, such as when a frightened cat raises its fur. Of course, this is much more obvious in organisms
with a heavier coat than most humans, such as dogs and cats.
Hair Growth
Hair grows and is eventually shed and replaced by new hair. This occurs in three phases. The first is the anagen
phase, during which cells divide rapidly at the root of the hair, pushing the hair shaft up and out. The length of this
phase is measured in years, typically from 2 to 7 years. The catagen phase lasts only 2 to 3 weeks, and marks a
transition from the hair follicle’s active growth. Finally, during the telogen phase, the hair follicle is at rest and no
new growth occurs. At the end of this phase, which lasts about 2 to 4 months, another anagen phase begins. The
basal cells in the hair matrix then produce a new hair follicle, which pushes the old hair out as the growth cycle
repeats itself. Hair typically grows at the rate of 0.3 mm per day during the anagen phase. On average, 50 hairs are
lost and replaced per day. Hair loss occurs if there is more hair shed than what is replaced and can happen due to
hormonal or dietary changes. Hair loss can also result from the aging process, or the influence of hormones."
CH0144,TXT275,5,5.2 • Accessory Structures of the Skin,integumentary_system,"nail, body, hair, color, forms, called","Hair Color
Similar to the skin, hair gets its color from the pigment melanin, produced by melanocytes in the hair papilla.
Different hair color results from differences in the type of melanin, which is genetically determined. As a person
ages, the melanin production decreases, and hair tends to lose its color and becomes gray and/or white.
Nails
The nail bed is a specialized structure of the epidermis that is found at the tips of our fingers and toes. The nail body
is formed on the nail bed, and protects the tips of our fingers and toes as they are the farthest extremities and the
parts of the body that experience the maximum mechanical stress (Figure 5.13). In addition, the nail body forms a
back-support for picking up small objects with the fingers. The nail body is composed of densely packed dead
keratinocytes. The epidermis in this part of the body has evolved a specialized structure upon which nails can form.
The nail body forms at the nail root, which has a matrix of proliferating cells from the stratum basale that enables
the nail to grow continuously. The lateral nail fold overlaps the nail on the sides, helping to anchor the nail body. The
nail fold that meets the proximal end of the nail body forms the nail cuticle, also called the eponychium. The nail
bed is rich in blood vessels, making it appear pink, except at the base, where a thick layer of epithelium over the nail
matrix forms a crescent-shaped region called the lunula (the “little moon”). The area beneath the free edge of the
nail, furthest from the cuticle, is called the hyponychium. It consists of a thickened layer of stratum corneum."
CH0145,TXT275,5,5.2 • Accessory Structures of the Skin,integumentary_system,"glands, nails, sweat, accessory, body, integumentary","Nails
The nail is an accessory structure of the integumentary system.

Nails are accessory structures of the integumentary system. Visit this link (http://openstax.org/l/nails) to learn more
about the origin and growth of fingernails.
Sweat Glands
When the body becomes warm, sudoriferous glands produce sweat to cool the body. Sweat glands develop from
epidermal projections into the dermis and are classified as merocrine glands; that is, the secretions are excreted by"
CH0146,TXT277,5,5.3 Functions of the Integumentary System,integumentary_system,"skin, body, functions, structures, against, chemicals","5.3 Functions of the Integumentary System
LEARNING OBJECTIVES
By the end of this section, you will be able to:
•
Describe the different functions of the skin and the structures that enable them
•
Explain how the skin helps maintain body temperature
The skin and accessory structures perform a variety of essential functions, such as protecting the body from
invasion by microorganisms, chemicals, and other environmental factors; preventing dehydration; acting as a
sensory organ; modulating body temperature and electrolyte balance; and synthesizing vitamin D. The underlying
hypodermis has important roles in storing fats, forming a “cushion” over underlying structures, and providing
insulation from cold temperatures.
Protection
The skin protects the rest of the body from the basic elements of nature such as wind, water, and UV sunlight. It acts
as a protective barrier against water loss, due to the presence of layers of keratin and glycolipids in the stratum
corneum. It also is the first line of defense against abrasive activity due to contact with grit, microbes, or harmful
chemicals. Sweat excreted from sweat glands deters microbes from over-colonizing the skin surface by generating
dermicidin, which has antibiotic properties."
CH0147,TXT277,5,5.3 Functions of the Integumentary System,integumentary_system,"skin, armor, body, corpuscle, your, barrier","Tattooing has a long history, dating back thousands of years ago. The dyes used in tattooing typically derive from
metals. A person with tattoos should be cautious when having a magnetic resonance imaging (MRI) scan because an
MRI machine uses powerful magnets to create images of the soft tissues of the body, which could react with the
metals contained in the tattoo dyes. 
Sensory Function
The fact that you can feel an ant crawling on your skin, allowing you to flick it off before it bites, is because the skin,
and especially the hairs projecting from hair follicles in the skin, can sense changes in the environment. The hair root
plexus surrounding the base of the hair follicle senses a disturbance, and then transmits the information to the
central nervous system (brain and spinal cord), which can then respond by activating the skeletal muscles of your
eyes to see the ant and the skeletal muscles of the body to act against the ant.
The skin acts as a sense organ because the epidermis, dermis, and the hypodermis contain specialized sensory
nerve structures that detect touch, surface temperature, and pain. These receptors are more concentrated on the
tips of the fingers, which are most sensitive to touch, especially the Meissner corpuscle (tactile corpuscle) (Figure
5.15), which responds to light touch, and the Pacinian corpuscle (lamellated corpuscle), which responds to
Everyday Connection
Tattoos and Piercings
The word “armor” evokes several images. You might think of a Roman centurion or a medieval knight in a suit of
armor. The skin, in its own way, functions as a form of armor—body armor. It provides a barrier between your
vital, life-sustaining organs and the influence of outside elements that could potentially damage them.
For any form of armor, a breach in the protective barrier poses a danger. The skin can be breached when a child
skins a knee or an adult has blood drawn—one is accidental and the other medically necessary. However, you
also breach this barrier when you choose to “accessorize” your skin with a tattoo or body piercing. Because the
needles involved in producing body art and piercings must penetrate the skin, there are dangers associated with
the practice. These include allergic reactions; skin infections; blood-borne diseases, such as tetanus, hepatitis
C, and hepatitis D; and the growth of scar tissue. Despite the risk, the practice of piercing the skin for decorative
purposes has become increasingly popular. According to the American Academy of Dermatology, 24 percent of
people from ages 18 to 50 have a tattoo."
CH0148,TXT278,5,5.3 • Functions of the Integumentary System,integumentary_system,"receptors, nerves, scattered, accordingly, addition, arrector","5.3 • Functions of the Integumentary System

vibration. Merkel cells, seen scattered in the stratum basale, are also touch receptors. In addition to these
specialized receptors, there are sensory nerves connected to each hair follicle, pain and temperature receptors
scattered throughout the skin, and motor nerves innervate the arrector pili muscles and glands. This rich innervation
helps us sense our environment and react accordingly."
CH0149,TXT278,5,5.3 • Functions of the Integumentary System,integumentary_system,"body, skin, sweat, system, nervous, sympathetic","Light Micrograph of a Meissner Corpuscle
In this micrograph of a skin cross-section, you can see a Meissner corpuscle
(arrow), a type of touch receptor located in a dermal papilla adjacent to the basement membrane and stratum basale of the overlying
epidermis. LM × 100. (credit: “Wbensmith”/Wikimedia Commons)
Thermoregulation
The integumentary system helps regulate body temperature through its tight association with the sympathetic
nervous system, the division of the nervous system involved in our fight-or-flight responses. The sympathetic
nervous system is continuously monitoring body temperature and initiating appropriate motor responses. Recall
that sweat glands, accessory structures to the skin, secrete water, salt, and other substances to cool the body when
it becomes warm. Even when the body does not appear to be noticeably sweating, approximately 500 mL of sweat
(insensible perspiration) are secreted a day. If the body becomes excessively warm due to high temperatures,
vigorous activity (Figure 5.16ac), or a combination of the two, sweat glands will be stimulated by the sympathetic
nervous system to produce large amounts of sweat, as much as 0.7 to 1.5 L per hour for an active person. When the
sweat evaporates from the skin surface, the body is cooled as body heat is dissipated.
In addition to sweating, arterioles in the dermis dilate so that excess heat carried by the blood can dissipate through
the skin and into the surrounding environment (Figure 5.16b). This accounts for the skin redness that many people
experience when exercising."
CH0150,TXT278,5,5.3 • Functions of the Integumentary System,integumentary_system,"skin, body, heat, blood, changes, loss","Thermoregulation
During strenuous physical activities, such as skiing (a) or running (c), the dermal blood vessels dilate
and sweat secretion increases (b). These mechanisms prevent the body from overheating. In contrast, the dermal blood vessels constrict to
minimize heat loss in response to low temperatures (b). (credit a: “Trysil”/flickr; credit c: Ralph Daily)
When body temperatures drop, the arterioles constrict to minimize heat loss, particularly in the ends of the digits
and tip of the nose. This reduced circulation can result in the skin taking on a whitish hue. Although the temperature
of the skin drops as a result, passive heat loss is prevented, and internal organs and structures remain warm. If the
temperature of the skin drops too much (such as environmental temperatures below freezing), the conservation of
body core heat can result in the skin actually freezing, a condition called frostbite.
Aging and the...
Integumentary System
All systems in the body accumulate subtle and some not-so-subtle changes as a person ages. Among these
changes are reductions in cell division, metabolic activity, blood circulation, hormonal levels, and muscle
strength (Figure 5.17). In the skin, these changes are reflected in decreased mitosis in the stratum basale,
leading to a thinner epidermis. The dermis, which is responsible for the elasticity and resilience of the skin,
exhibits a reduced ability to regenerate, which leads to slower wound healing. The hypodermis, with its fat
stores, loses structure due to the reduction and redistribution of fat, which in turn contributes to the thinning
and sagging of skin."
CH0151,TXT280,5,"5.4 Diseases, Disorders, and Injuries of the Integumentary System",integumentary_system,"skin, cancer, diseases, cells, some, cancers","5.4 Diseases, Disorders, and Injuries of the Integumentary System
LEARNING OBJECTIVES
By the end of this section, you will be able to:
•
Describe several different diseases and disorders of the skin
•
Describe the effect of injury to the skin and the process of healing
The integumentary system is susceptible to a variety of diseases, disorders, and injuries. These range from annoying
but relatively benign bacterial or fungal infections that are categorized as disorders, to skin cancer and severe burns,
which can be fatal. In this section, you will learn several of the most common skin conditions.
Diseases
One of the most talked about diseases is skin cancer. Cancer is a broad term that describes diseases caused by
abnormal cells in the body dividing uncontrollably. Most cancers are identified by the organ or tissue in which the
cancer originates. One common form of cancer is skin cancer. The Skin Cancer Foundation reports that one in five
Americans will experience some type of skin cancer in their lifetime. The degradation of the ozone layer in the
atmosphere and the resulting increase in exposure to UV radiation has contributed to its rise. Overexposure to UV
radiation damages DNA, which can lead to the formation of cancerous lesions. Although melanin offers some
protection against DNA damage from the sun, often it is not enough. The fact that cancers can also occur on areas of
the body that are normally not exposed to UV radiation suggests that there are additional factors that can lead to
cancerous lesions.
In general, cancers result from an accumulation of DNA mutations. These mutations can result in cell populations
that do not die when they should and uncontrolled cell proliferation that leads to tumors. Although many tumors are
benign (harmless), some produce cells that can mobilize and establish tumors in other organs of the body; this
process is referred to as metastasis. Cancers are characterized by their ability to metastasize.
Basal Cell Carcinoma
Basal cell carcinoma is a form of cancer that affects the mitotically active stem cells in the stratum basale of the
The accessory structures also have lowered activity, generating thinner hair and nails, and reduced amounts of
sebum and sweat. A reduced sweating ability can cause some elderly to be intolerant to extreme heat. Other
cells in the skin, such as melanocytes and dendritic cells, also become less active, leading to a paler skin tone
and lowered immunity. Wrinkling of the skin occurs due to breakdown of its structure, which results from
decreased collagen and elastin production in the dermis, weakening of muscles lying under the skin, and the
inability of the skin to retain adequate moisture.
Many anti-aging products can be found in stores today. In general, these products try to rehydrate the skin and
thereby fill out the wrinkles, and some stimulate skin growth using hormones and growth factors. Additionally,
invasive techniques include collagen injections to plump the tissue and injections of BOTOX® (the name brand of
the botulinum neurotoxin) that paralyze the muscles that crease the skin and cause wrinkling."
CH0152,TXT280,5,"5.4 Diseases, Disorders, and Injuries of the Integumentary System",integumentary_system,"most, basal, cancers, carcinomas, cell, exposure","epidermis. It is the most common of all cancers that occur in the United States and is frequently found on the head,
neck, arms, and back, which are areas that are most susceptible to long-term sun exposure. Although UV rays are
the main culprit, exposure to other agents, such as radiation and arsenic, can also lead to this type of cancer.
Wounds on the skin due to open sores, tattoos, burns, etc. may be predisposing factors as well. Basal cell
carcinomas start in the stratum basale and usually spread along this boundary. At some point, they begin to grow
toward the surface and become an uneven patch, bump, growth, or scar on the skin surface (Figure 5.18). Like most
cancers, basal cell carcinomas respond best to treatment when caught early. Treatment options include surgery,
freezing (cryosurgery), and topical ointments (Mayo Clinic 2012)."
CH0153,TXT280,5,"5.4 Diseases, Disorders, and Injuries of the Integumentary System",integumentary_system,"cell, carcinoma, cancer, squamous, skin, basal","Basal Cell Carcinoma
Basal cell carcinoma can take several different forms. Similar to other forms of skin cancer, it is
readily cured if caught early and treated. (credit: John Hendrix, MD)
Squamous Cell Carcinoma
Squamous cell carcinoma is a cancer that affects the keratinocytes of the stratum spinosum and presents as
lesions commonly found on the scalp, ears, and hands (Figure 5.19). It is the second most common skin cancer. The
American Cancer Society reports that two of 10 skin cancers are squamous cell carcinomas, and it is more
aggressive than basal cell carcinoma. If not removed, these carcinomas can metastasize. Surgery and radiation are
used to cure squamous cell carcinoma.

Squamous Cell Carcinoma
Squamous cell carcinoma presents here as a lesion on an individual’s nose. (credit: the
National Cancer Institute)
Melanoma
A melanoma is a cancer characterized by the uncontrolled growth of melanocytes, the pigment-producing cells in
the epidermis. Typically, a melanoma develops from a mole. It is the most fatal of all skin cancers, as it is highly
metastatic and can be difficult to detect before it has spread to other organs. Melanomas usually appear as
asymmetrical brown and black patches with uneven borders and a raised surface (Figure 5.20). Treatment typically
involves surgical excision and immunotherapy."
CH0154,TXT283,5,"5.4 • Diseases, Disorders, and Injuries of the Integumentary System",integumentary_system,"hair, skin, layer, epidermis, cell, follicle","5.4 • Diseases, Disorders, and Injuries of the Integumentary System

Key Terms
acne
skin condition due to infected sebaceous glands
albinism
genetic disorder that affects the skin, in
which there is no melanin production
anagen
active phase of the hair growth cycle
apocrine sweat gland
type of sweat gland that is
associated with hair follicles in the armpits and
genital regions
arrector pili
smooth muscle that is activated in
response to external stimuli that pull on hair
follicles and make the hair “stand up”
basal cell
type of stem cell found in the stratum
basale and in the hair matrix that continually
undergoes cell division, producing the keratinocytes
of the epidermis
basal cell carcinoma
cancer that originates from
basal cells in the epidermis of the skin
bedsore
sore on the skin that develops when regions
of the body start necrotizing due to constant
pressure and lack of blood supply; also called
decubitis ulcers
callus
thickened area of skin that arises due to
constant abrasion
catagen
transitional phase marking the end of the
anagen phase of the hair growth cycle
corn
type of callus that is named for its shape and the
elliptical motion of the abrasive force
cortex
in hair, the second or middle layer of
keratinocytes originating from the hair matrix, as
seen in a cross-section of the hair bulb
cuticle
in hair, the outermost layer of keratinocytes
originating from the hair matrix, as seen in a cross-
section of the hair bulb
dermal papilla
(plural = dermal papillae) extension of
the papillary layer of the dermis that increases
surface contact between the epidermis and dermis
dermis
layer of skin between the epidermis and
hypodermis, composed mainly of connective tissue
and containing blood vessels, hair follicles, sweat
glands, and other structures
desmosome
structure that forms an impermeable
junction between cells
eccrine sweat gland
type of sweat gland that is
common throughout the skin surface; it produces a
hypotonic sweat for thermoregulation
eczema
skin condition due to an allergic reaction,
which resembles a rash
elastin fibers
fibers made of the protein elastin that
increase the elasticity of the dermis
eleiden
clear protein-bound lipid found in the
stratum lucidum that is derived from keratohyalin
and helps to prevent water loss
epidermis
outermost tissue layer of the skin
eponychium
nail fold that meets the proximal end of
the nail body, also called the cuticle
external root sheath
outer layer of the hair follicle
that is an extension of the epidermis, which
encloses the hair root
first-degree burn
superficial burn that injures only
the epidermis
fourth-degree burn
burn in which full thickness of
the skin and underlying muscle and bone is
damaged
glassy membrane
layer of connective tissue that
surrounds the base of the hair follicle, connecting it
to the dermis
hair
keratinous filament growing out of the epidermis
hair bulb
structure at the base of the hair root that
surrounds the dermal papilla
hair follicle
cavity or sac from which hair originates
hair matrix
layer of basal cells from which a strand of
hair grows
hair papilla
mass of connective tissue, blood
capillaries, and nerve endings at the base of the hair
follicle
hair root
part of hair that is below the epidermis
anchored to the follicle
hair shaft
part of hair that is above the epidermis but
is not anchored to the follicle
hypodermis
connective tissue connecting the
integument to the underlying bone and muscle
hyponychium
thickened layer of stratum corneum
that lies below the free edge of the nail
integumentary system
skin and its accessory
structures
internal root sheath
innermost layer of keratinocytes
in the hair follicle that surround the hair root up to
the hair shaft
keloid
type of scar that has layers raised above the
skin surface
keratin
type of structural protein that gives skin, hair,
and nails its hard, water-resistant properties
keratinocyte
cell that produces keratin and is the
most predominant type of cell found in the
epidermis
keratohyalin
granulated protein found in the stratum
granulosum
Langerhans cell
specialized dendritic cell found in
the stratum spinosum that functions as a
macrophage
lunula
basal part of the nail body that consists of a
crescent-shaped layer of thick epithelium
medulla
in hair, the innermost layer of keratinocytes
originating from the hair matrix
Meissner corpuscle
(also, tactile corpuscle) receptor"
CH0155,TXT283,5,"5.4 • Diseases, Disorders, and Injuries of the Integumentary System",integumentary_system,"skin, epidermis, stratum, nail, layer, dermis","in the skin that responds to light touch
melanin
pigment that determines the color of hair
and skin
melanocyte
cell found in the stratum basale of the
epidermis that produces the pigment melanin
melanoma
type of skin cancer that originates from
the melanocytes of the skin
melanosome
intercellular vesicle that transfers
melanin from melanocytes into keratinocytes of the
epidermis
Merkel cell
receptor cell in the stratum basale of the
epidermis that responds to the sense of touch
metastasis
spread of cancer cells from a source to
other parts of the body
nail bed
layer of epidermis upon which the nail body
forms
nail body
main keratinous plate that forms the nail
nail cuticle
fold of epithelium that extends over the
nail bed, also called the eponychium
nail fold
fold of epithelium at that extend over the
sides of the nail body, holding it in place
nail root
part of the nail that is lodged deep in the
epidermis from which the nail grows
Pacinian corpuscle
(also, lamellated corpuscle)
receptor in the skin that responds to vibration
papillary layer
superficial layer of the dermis, made
of loose, areolar connective tissue
reticular layer
deeper layer of the dermis; it has a
reticulated appearance due to the presence of
abundant collagen and elastin fibers
rickets
disease in children caused by vitamin D
deficiency, which leads to the weakening of bones
scar
collagen-rich skin formed after the process of
wound healing that is different from normal skin
sebaceous gland
type of oil gland found in the
dermis all over the body and helps to lubricate and
waterproof the skin and hair by secreting sebum
sebum
oily substance that is composed of a mixture
of lipids that lubricates the skin and hair
second-degree burn
partial-thickness burn that
injures the epidermis and a portion of the dermis
squamous cell carcinoma
type of skin cancer that
originates from the stratum spinosum of the
epidermis
stratum basale
deepest layer of the epidermis, made
of epidermal stem cells
stratum corneum
most superficial layer of the
epidermis
stratum granulosum
layer of the epidermis
superficial to the stratum spinosum
stratum lucidum
layer of the epidermis between the
stratum granulosum and stratum corneum, found
only in thick skin covering the palms, soles of the
feet, and digits
stratum spinosum
layer of the epidermis superficial
to the stratum basale, characterized by the
presence of desmosomes
stretch mark
mark formed on the skin due to a
sudden growth spurt and expansion of the dermis
beyond its elastic limits
sudoriferous gland
sweat gland
telogen
resting phase of the hair growth cycle
initiated with catagen and terminated by the
beginning of a new anagen phase of hair growth
third-degree burn
burn that penetrates and destroys
the full thickness of the skin (epidermis and dermis)
vitamin D
compound that aids absorption of calcium
and phosphates in the intestine to improve bone
health
vitiligo
skin condition in which melanocytes in certain
areas lose the ability to produce melanin, possibly
due an autoimmune reaction that leads to loss of
color in patches
Chapter Review"
CH0156,TXT287,5,"5.4 Diseases, Disorders, and Injuries of the",integumentary_system,"skin, stratum, cells, result, layer, layers","5.4 Diseases, Disorders, and Injuries of the
Integumentary System
Skin cancer is a result of damage to the DNA of skin
cells, often due to excessive exposure to UV radiation.
Basal cell carcinoma and squamous cell carcinoma are
highly curable, and arise from cells in the stratum
basale and stratum spinosum, respectively. Melanoma
is the most dangerous form of skin cancer, affecting
melanocytes, which can spread/metastasize to other
organs. Burns are an injury to the skin that occur as a
result of exposure to extreme heat, radiation, or
chemicals. First-degree and second-degree burns
usually heal quickly, but third-degree burns can be
fatal because they penetrate the full thickness of the
skin. Scars occur when there is repair of skin damage.
Fibroblasts generate scar tissue in the form of collagen,
which forms a basket-weave pattern that looks
different from normal skin.
Bedsores and stretch marks are the result of excessive
pressure on the skin and underlying tissue. Bedsores
are characterized by necrosis of tissue due to
immobility, whereas stretch marks result from rapid
growth. Eczema is an allergic reaction that manifests as
a rash, and acne results from clogged sebaceous
glands. Eczema and acne are usually long-term skin
conditions that may be treated successfully in mild
cases. Calluses and corns are the result of abrasive
pressure on the skin.
Interactive Link Questions
1. The skin consists of two layers and a closely
associated layer. View this animation
(http://openstax.org/l/layers) to learn more about
layers of the skin. What are the basic functions of
each of these layers?
2. Figure 5.4 If you zoom on the cells at the outermost
layer of this section of skin, what do you notice
about the cells?
3. Figure 5.6 If you zoom on the cells of the stratum
spinosum, what is distinctive about them?
4. This ABC video follows the story of a pair of
fraternal African-American twins, one of whom is
albino. 
albino) to learn about the challenges these children
and their family face. Which ethnicities do you think
are exempt from the possibility of albinism?
Review Questions
5. The papillary layer of the dermis is most closely
associated with which layer of the epidermis?
a.
stratum spinosum
b.
stratum corneum
c.
stratum granulosum
d.
stratum basale
6. Langerhans cells are commonly found in the
________.
a.
stratum spinosum
b.
stratum corneum
c.
stratum granulosum
d.
stratum basale"
CH0157,TXT287,5,"5.4 Diseases, Disorders, and Injuries of the",integumentary_system,"stratum, skin, hair, cells, following, epidermis","7. The papillary and reticular layers of the dermis are
composed mainly of ________.
a.
melanocytes
b.
keratinocytes
c.
connective tissue
d.
adipose tissue
8. Collagen lends ________ to the skin.
a.
elasticity
b.
structure
c.
color
d.
UV protection
9. Which of the following is not a function of the
hypodermis?
a.
protects underlying organs
b.
helps maintain body temperature
c.
source of blood vessels in the epidermis
d.
a site to long-term energy storage
10. In response to stimuli from the sympathetic
nervous system, the arrector pili ________.
a.
are glands on the skin surface
b.
can lead to excessive sweating
c.
are responsible for goose bumps
d.
secrete sebum
11. The hair matrix contains ________.
a.
the hair follicle
b.
the hair shaft
c.
the glassy membrane
d.
a layer of basal cells
12. Eccrine sweat glands ________.
a.
are present on hair
b.
are present in the skin throughout the body
and produce watery sweat
c.
produce sebum
d.
act as a moisturizer
13. Sebaceous glands ________.
a.
are a type of sweat gland
b.
are associated with hair follicles
c.
may function in response to touch
d.
release a watery solution of salt and
metabolic waste
14. Similar to the hair, nails grow continuously
throughout our lives. Which of the following is
furthest from the nail growth center?
a.
nail bed
b.
hyponychium
c.
nail root
d.
eponychium
15. In humans, exposure of the skin to sunlight is
required for ________.
a.
vitamin D synthesis
b.
arteriole constriction
c.
folate production
d.
thermoregulation
16. One of the functions of the integumentary system
is protection. Which of the following does not
directly contribute to that function?
a.
stratum lucidum
b.
desmosomes
c.
folic acid synthesis
d.
Merkel cells
17. An individual using a sharp knife notices a small
amount of blood where he just cut himself. Which
of the following layers of skin did he have to cut
into in order to bleed?
a.
stratum corneum
b.
stratum basale
c.
papillary dermis
d.
stratum granulosum
18. As you are walking down the beach, you see a
dead, dry, shriveled-up fish. Which layer of your
epidermis keeps you from drying out?
a.
stratum corneum
b.
stratum basale
c.
stratum spinosum
d.
stratum granulosum
19. If you cut yourself and bacteria enter the wound,
which of the following cells would help get rid of
the bacteria?
a.
Merkel cells
b.
keratinocytes
c.
Langerhans cells
d.
melanocytes
20. In general, skin cancers ________.
a.
are easily treatable and not a major health
concern
b.
occur due to poor hygiene
c.
can be reduced by limiting exposure to the
sun
d.
affect only the epidermis
21. Bedsores ________.
a.
can be treated with topical moisturizers
b.
can result from deep massages
c.
are preventable by eliminating pressure
points
d.
are caused by dry skin"
